"symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SDS",1042.35759894953,2.67911961313874,0.476424892101555,5.62338294567459,1.87253663046093e-08,7.27996383883281e-06
"SERPINF2",435.073289660564,2.91542253808329,0.524431788278006,5.5592025564587,2.71010029129318e-08,1.0325482109827e-05
"FCN3",172.602879452152,2.59685660039541,0.471618713109322,5.50626285219827,3.66531141508925e-08,1.36910161681275e-05
"GCHFR",621.546368535644,2.23110223164555,0.406442735580282,5.48933966911767,4.03439134291522e-08,1.47798375158721e-05
"C5",982.742560873951,2.57548019231049,0.469736998609402,5.48281314849561,4.18615096301993e-08,1.50464482727415e-05
"SLC9A3R2",1013.51591871377,1.76413045585523,0.322863491543475,5.46401343621002,4.65488279780439e-08,1.64213920922544e-05
"STARD10",1099.6206398927,2.0181045224967,0.372145419055382,5.42289228662082,5.86423327586273e-08,1.99488649830688e-05
"SERPINA1",20673.3568996476,3.04097971860588,0.562682908391154,5.40442880573851,6.50152400805027e-08,2.13541435091996e-05
"PRR15L",35.8582264558507,4.85825598308871,0.904188706981365,5.3730553650775,7.74135463274307e-08,2.45788009589593e-05
"CLU",12666.4320329999,3.02722392342325,0.564379427194844,5.36380983706223,8.14846900349128e-08,2.51521326083492e-05
"UGT2B17",77.417685052378,5.64375109790591,1.05235351120771,5.3629802512171,8.18599591452835e-08,2.51521326083492e-05
"C8G",95.2267728704758,3.21601741217028,0.600567684344913,5.35496247301125,8.55741757073566e-08,2.58760007496055e-05
"TREM2",1191.39297352624,2.30939887106644,0.432453559449786,5.34022398614247,9.28318143446682e-08,2.76319697385302e-05
"MBL2",73.4929594550433,5.8756848889455,1.10157042240508,5.33391671511748,9.61166213405241e-08,2.81695636390305e-05
"C8B",213.376956974769,12.2287834808545,2.29549555301179,5.32729565291897,9.96858301425939e-08,2.87729555184305e-05
"PSCA",385.232653376715,3.93274994806561,0.741735004127615,5.3020956624409,1.14480820827343e-07,3.2550143832252e-05
"AKR7A3",149.893692161836,2.92920387700831,0.55686290152024,5.26018858324295,1.43907734169776e-07,4.0315328469621e-05
"OIT3",92.5288829016898,3.58312825102316,0.681779412821898,5.25555360522331,1.47579858352304e-07,4.0744873936397e-05
"ASGR1",258.389485086489,2.83237433951758,0.539374538494227,5.25121995455092,1.51095120096623e-07,4.11194576834381e-05
"INHBE",40.7615383957655,3.08841945005622,0.590180090858092,5.2330119194055,1.66769980801805e-07,4.3892772152673e-05
"LBP",319.08800170684,4.16990837498051,0.797086719674202,5.23143626917395,1.68198024522054e-07,4.3892772152673e-05
"HS3ST2",1128.20912262052,2.99149594578183,0.574369483094659,5.20831282620358,1.90565449998456e-07,4.84036242996077e-05
"MN1",253.794052826718,2.11164386217479,0.406993884509572,5.18839211729023,2.12117589042395e-07,5.31689483060213e-05
"ABCC3",886.27398412351,2.20480653871357,0.425371867837521,5.18324483920912,2.18058480453718e-07,5.39482344499134e-05
"TRIM8",2152.98466720998,0.726449816138114,0.140589462314343,5.16717116759325,2.37663594086216e-07,5.74973398341956e-05
"NUDT16L2P",136.628003495544,1.92931319317867,0.374411015098527,5.15292850738103,2.56449752232971e-07,6.0578711994066e-05
"CFHR1",1196.53498445617,2.75814885572895,0.535344071786331,5.15210497526494,2.5757877540784e-07,6.0578711994066e-05
"SERPINA10",209.320105041334,9.06299239985564,1.76725026323342,5.12830162677339,2.92367751403481e-07,6.76551474691514e-05
"CYP3A4",372.593281201839,5.24224925534894,1.02296031905845,5.12458710047914,2.98190480046138e-07,6.76551474691514e-05
"CYP2C8",321.463144927069,5.4192203508858,1.05751118149784,5.12450406738025,2.98321910100195e-07,6.76551474691514e-05
"RGN",114.321617403133,3.28093153350356,0.642839831935686,5.10380871021042,3.32884768779108e-07,7.37378470376978e-05
"PIGR",115.164232746646,3.95417872640712,0.776853007260532,5.08999603457931,3.58071002421116e-07,7.84052022542788e-05
"OTC",44.4085115420606,6.16735486938977,1.21546620183231,5.07406529288308,3.89405340867863e-07,8.42974061765089e-05
"PCK2",2193.62168750588,1.49555224171235,0.294940847726269,5.07068537044537,3.9638561357169e-07,8.48443363880976e-05
"AMDHD1",209.924718504553,2.7434570087928,0.542802539007018,5.05424498163103,4.3209668489397e-07,9.14604649692236e-05
"FTL",249125.922585734,1.62289103781061,0.321307964091481,5.05088954890813,4.39757309086405e-07,9.20590850340221e-05
"HSD17B6",246.144277741838,2.80240831041059,0.555814985702408,5.04198048361194,4.60738288020199e-07,9.39644285376618e-05
"SLC16A13",99.5359830877856,1.71092362585441,0.339416952539592,5.04077245715897,4.6365649777114e-07,9.39644285376618e-05
"CHDH",255.948965440349,2.789307593226,0.553970781443833,5.03511680878933,4.77557534105816e-07,9.57628528917452e-05
"CA9",87.1650052976196,3.61795259088059,0.720863141377114,5.01891743829345,5.1963474866807e-07,0.000102564166586609
"MYO1A",32.664724809495,2.40645195566078,0.479605132182052,5.01756923390745,5.23293462118403e-07,0.000102564166586609
"AOX1",2022.72716399235,2.99872893470225,0.598204752065356,5.01288049676781,5.3621201367924e-07,0.000102564166586609
"ALDOB",1878.56404828449,4.90592357384187,0.979021293911344,5.01104889582323,5.41341563678418e-07,0.000102564166586609
"GIPC2",127.059437218146,2.21205644379856,0.441704066624473,5.00800561041517,5.49969320229694e-07,0.000102564166586609
"ADH6",161.783820654534,3.77169893006294,0.753373996662035,5.00640976032377,5.54546412515523e-07,0.000102564166586609
"ANGPTL3",618.682826774814,5.28140076372999,1.05637932283062,4.99953061328221,5.74700475574799e-07,0.000105269654420192
"C6",702.578290098736,4.57847762741122,0.917886895038471,4.98806296522985,6.09876933154188e-07,0.000110649100729403
"LLGL2",397.78215638527,1.83109100885142,0.367281110397583,4.98553003956358,6.17921773475673e-07,0.000111051035704826
"IGFBP1",265.063004926561,8.60802452181357,1.73127748755751,4.97206518520483,6.62434225846864e-07,0.0001168460370591
"PROC",74.9082502487067,3.51461086623298,0.708988534985891,4.95721819578214,7.15096531937516e-07,0.000122445467535344
"ABAT",1046.35947886625,2.10251171888987,0.424390492454058,4.95419137863337,7.26316946535114e-07,0.000122445467535344
"OXER1",84.1959097959971,2.25713655628811,0.456584539902416,4.94352383628784,7.67229644654132e-07,0.000128208111672467
"BCAR3-AS1",13.2302263299677,3.30222312891204,0.671100867693403,4.92060625739004,8.62765443043551e-07,0.000136437750253614
"DPYS",111.838527987652,3.03603294394664,0.617113044542218,4.91973548573876,8.66612481925844e-07,0.000136437750253614
"ATP6V0D2",327.481342260847,2.6992329854243,0.549852174746598,4.9090157489479,9.15346280166793e-07,0.000142929070796536
"AKR1C3",846.616129575404,2.32510342248342,0.473876599691995,4.90655884674336,9.26881883806526e-07,0.000143553657613938
"CFHR2",438.290816721952,11.7456763483225,2.39482899459287,4.90459919052356,9.36183044533104e-07,0.000143824895148029
"CGNL1",784.292890811622,2.18668938670363,0.447310462766895,4.88852725057578,1.01593136521588e-06,0.00015359914688383
"SLC38A4",320.355717302762,4.17535448381123,0.854816881238676,4.88450166983239,1.03690764054023e-06,0.000155536146081035
"ATP2B2",61.5882099083296,3.59501780755427,0.744088449138858,4.83143880504371,1.35549883227717e-06,0.00019970199012283
"CREB3L1",446.093439202352,2.19507763850631,0.454432609062728,4.83036999266774,1.36279573312167e-06,0.00019970199012283
"HMGCS2",791.815371721115,6.9050214205798,1.43828434827536,4.80087364425509,1.57974926487357e-06,0.000229726896914821
"CFHR5",160.081714803478,10.8264239795795,2.25762052912822,4.79550209607641,1.62267873034895e-06,0.000231754133769058
"GCKR",65.4181253833188,4.33646295991323,0.90458182660273,4.79388689047552,1.63580527132533e-06,0.000231754133769058
"SLC39A5",25.4873766308332,3.52586215051069,0.735614212109205,4.793085957925,1.64235212907206e-06,0.000231754133769058
"SLC27A2",218.39306895347,2.45274152187094,0.511941086312915,4.79106207227083,1.65900787946425e-06,0.000232383088998485
"RBP4",1371.80662640033,4.06654955277778,0.851967244024109,4.77312899210794,1.81385532931427e-06,0.000250390898720557
"POU2AF1",656.487292403539,2.73249977022957,0.573295780779276,4.7663001575126,1.87639661643223e-06,0.000257160831244849
"TBC1D22A",1473.49208336913,0.620950050640923,0.130642601858432,4.75304412043019,2.00376599915926e-06,0.000272655302028457
"LOC100130872",89.8221237963153,1.78519645187432,0.377311040245719,4.73136553521395,2.2301452160429e-06,0.000297009432656237
"TJP3",43.8342178675042,2.88371098172893,0.609663033208629,4.73000793003979,2.24511067204715e-06,0.000297009432656237
"MAOA",926.605065980169,2.29234779874782,0.484874420570123,4.72771443800324,2.27061212429062e-06,0.000298311454949906
"METTL7A",4056.10972420096,1.82107245388146,0.385315478846728,4.72618556444198,2.28776600377191e-06,0.000298506454601745
"GHRL",59.9992456144092,2.86914164295809,0.607590866128036,4.72216059013875,2.33352308174825e-06,0.000302405542226559
"ACE",1068.91529720095,1.57070996931987,0.332874711416543,4.71862209849388,2.37447438494306e-06,0.000305633358332198
"SIGLEC8",483.939448284228,2.213385265456,0.469938781105579,4.70994383619243,2.47785062733849e-06,0.000314687029671988
"LHPP",411.842500814583,0.966791685911652,0.206095685955613,4.69098458528565,2.71893457492942e-06,0.000343017904982818
"PIPOX",158.123466843669,2.26521081006354,0.483314257103329,4.68682803532373,2.77471921216182e-06,0.000345479745043677
"HYAL1",512.005170608458,2.31742971495162,0.495402055056121,4.67787666865671,2.89860790320434e-06,0.000358561562052225
"FTCD",85.6498200821326,3.79507077426537,0.812697474083629,4.66972138500192,3.01608510824649e-06,0.000365237357948808
"PLEKHA7",232.662610540206,1.44591662660803,0.309696008952653,4.66882550891732,3.02926522603211e-06,0.000365237357948808
"UICLM",16.1965036159286,3.49986864057389,0.750904840264214,4.66086839890715,3.14878015507648e-06,0.000372573055616192
"CCDC68",124.01614122687,2.56400086527389,0.550422702192285,4.65823966755314,3.18924787548178e-06,0.00037503192609832
"KRT36",11.8426372894892,2.14359391374198,0.462470037400924,4.63509793150915,3.56768536630682e-06,0.000414417111147225
"RNASE4",1737.57925208006,1.83753014373872,0.397065475186809,4.62777616934387,3.69613172046902e-06,0.000424214082783542
"COLCA1",31.3171841142253,2.95107386708846,0.63769058746408,4.62775196169049,3.69656366100094e-06,0.000424214082783542
"NEU4",23.2516185676738,3.63083373545698,0.786683734384994,4.61536647671438,3.92402260133646e-06,0.00044762054224826
"HGFAC",81.5221246070428,4.56164021182411,0.989166541541806,4.61159978653738,3.99581758243075e-06,0.000453097172293487
"MSLN",12.4842438484763,3.36544763912213,0.730800343411681,4.60515333560302,4.1216205229482e-06,0.000464596869598599
"FCN2",47.5585918463361,4.55004855989055,0.989241366643292,4.5995332517582,4.23438602411441e-06,0.000474500316231644
"PLEKHF1",291.27688575211,1.0365859550907,0.225808236681074,4.59055865422106,4.42061205269699e-06,0.000492471693589928
"HP",25365.3029435648,4.82033368187934,1.05120873099858,4.58551526422381,4.52868185755895e-06,0.000498678551367041
"UGT2B10",106.604034300369,7.31911063902784,1.60152268731448,4.57009488345176,4.87503445817962e-06,0.000533178601959247
"MASP1",310.945658400446,2.98699342222716,0.653763505203978,4.56892040998098,4.90242890216094e-06,0.000533178601959247
"VTN",1238.50013991402,3.6997233817254,0.809936681596116,4.56791680855159,4.92595453778622e-06,0.000533178601959247
"HOMEZ",706.354769080819,0.576129851531011,0.126193881034028,4.56543413048418,4.9846169817474e-06,0.000536479963289763
"ERICH5",31.2363207392468,3.35417507961933,0.736057148611999,4.55694926126916,5.19019554291429e-06,0.000554855294244002
"POLD4",1732.01918203635,0.808024593224583,0.177353803909047,4.55600373611928,5.21360092754207e-06,0.000554855294244002
"SEZ6L",16.9605302782698,2.31885753675531,0.510421739551668,4.54302267531178,5.54532838928882e-06,0.000583638153679293
"DPP9",1968.21704422411,0.619541211728212,0.136565200536839,4.53659650696362,5.71693347835984e-06,0.000598393311883269
"AKR1C1",933.071970959254,2.48686425250521,0.550084879216569,4.52087368052545,6.15849305082092e-06,0.000637604851185535
"IGFALS",12.9507133379934,3.69157434222067,0.817610512664586,4.51507690402593,6.32937927860695e-06,0.000647081613419464
"SLC27A5",308.190784728982,1.89374394123787,0.419442022705589,4.51491228518873,6.33429780305953e-06,0.000647081613419464
"TMPRSS2",161.723081953231,2.96546164777914,0.658150505372606,4.50575001245387,6.61389153424407e-06,0.000663129651196576
"RDH10",1213.1811884836,1.36267336329891,0.302588749634657,4.50338409786943,6.68798491435224e-06,0.000664011504042121
"SLC41A2",771.653905377443,1.60180201067495,0.355699588108834,4.50324392893266,6.69239941081823e-06,0.000664011504042121
"ALOX15B",355.093235059474,2.69022748402863,0.599918153559057,4.48432418333845,7.31453870081636e-06,0.000710928378829346
"HSD17B13",179.586075511072,2.87968892634275,0.64501946989262,4.46449922949171,8.02562374952557e-06,0.000773888536834834
"TMPRSS6",47.7117061567145,3.3278394622902,0.745480236112667,4.46402104453277,8.04356589466126e-06,0.000773888536834834
"SH3BGRL2",1082.61178348875,1.77735213089966,0.398451293694053,4.46065092278099,8.17110918151411e-06,0.000778298149539219
"COLCA2",22.0633351638678,2.33113006348459,0.523256408551914,4.45504350331012,8.38761851761819e-06,0.00079494593413247
"ARHGAP44",108.775855943939,1.35296892726999,0.303887451711338,4.45220399740352,8.49933601482591e-06,0.000801546292487295
"ABCC6",85.2411944857206,2.27605378659618,0.512840625109242,4.43813082497383,9.07434615228167e-06,0.000847383795102773
"SERPING1",19888.402187087,1.60200497785422,0.361847449671542,4.42729382038868,9.54227105525624e-06,0.000886732993183567
"P4HA3",357.251126298905,2.25829504380539,0.510892783397592,4.42029153120357,9.85678343738186e-06,0.000907109780106882
"SERPINA11",158.287276289697,6.88856651373644,1.56152675664723,4.41143034175536,1.02689991677931e-05,0.000936002077255786
"IQSEC3",81.8990129721477,1.26336222275807,0.287113116569177,4.40022468445348,1.08138849829787e-05,0.00097171938172521
"PRPH2",40.5000671743106,1.92070890004107,0.436760715876839,4.39762284065558,1.09442944952544e-05,0.000974246776329887
"C1R",14540.1007130495,1.75469185207241,0.399165496927304,4.39590061160013,1.10314404232629e-05,0.000977436930526318
"MAGIX",44.3390017098309,1.37412998367795,0.313222145619854,4.38707799845569,1.14883600258487e-05,0.00100854036171621
"APOF",234.631075818811,5.95856093284536,1.36113893701286,4.37762874223695,1.19977492627134e-05,0.00104842717181051
"KCNJ5",602.687364556204,1.99767085927779,0.456621455689177,4.37489485960031,1.21491021319745e-05,0.00105680545942518
"TTR",610.859052267701,3.88642034312456,0.889843328357811,4.36753327161184,1.25657658885843e-05,0.00108808109171605
"F12",171.970478415261,2.56103888372719,0.587084317395291,4.36230164534069,1.2870125447811e-05,0.00110939316642896
"FAM3B",34.9353209139014,2.02756579468343,0.466250055790583,4.34866606341837,1.36968084470645e-05,0.0011648401826633
"APCS",333.848435838347,12.9539756553474,2.98061325874485,4.34607731054728,1.38593738099307e-05,0.00117342698257413
"ALDH2",6909.89016791667,1.97096668367797,0.453720543148612,4.34401023590505,1.39904992056057e-05,0.00117928765427783
"TMEM220-AS1",29.6760153429206,1.86626895980926,0.429941433409629,4.34075158797538,1.41996182075997e-05,0.00119164196852323
"FMO3",633.27854850825,2.37192567375766,0.546787603426167,4.33792876593249,1.43831752814686e-05,0.00120175214522797
"SMLR1",42.9935723755055,4.82292400079839,1.11269462657712,4.33445429285004,1.4612214330028e-05,0.00121555756762896
"TMEM37",771.991392747325,1.51562421808543,0.350513798289347,4.32400728725177,1.53220231465777e-05,0.00126356944130868
"STEAP3",1531.50622861463,1.82865728266128,0.42422552864593,4.31057812220332,1.6282829067972e-05,0.00133127851392647
"SLC35C1",1050.20108460329,0.842730861523498,0.195842628452116,4.30310228260416,1.68423048489313e-05,0.00136838811755553
"FAAH2",73.337798257313,2.120324503681,0.49346537036032,4.29680506685358,1.73277444585183e-05,0.00139870140650328
"TICAM1",493.119198389613,0.622028868385938,0.145193683418333,4.28413174555084,1.83454187813104e-05,0.00146044864949466
"SSTR1",33.3507758967447,3.60027780958791,0.840398439348487,4.28401296458737,1.83552209839425e-05,0.00146044864949466
"CYP2D6",112.321430309751,1.80771847903088,0.422021097570423,4.28347892898702,1.83993530644997e-05,0.00146044864949466
"VIPR1",156.631057756248,2.42203882207724,0.566066477582952,4.27871799160252,1.87972838702594e-05,0.00148584339306407
"HS3ST3B1",108.128408565377,1.8115928166376,0.424445043884526,4.26814458724238,1.97105560457964e-05,0.001540933068226
"BPIFB1",66.3486916808458,4.76256335527417,1.11593203247006,4.26778980860732,1.97419208395899e-05,0.001540933068226
"RBM47",1739.68023198426,1.4109477311766,0.330715041335477,4.26635488207305,1.98692634448813e-05,0.001540933068226
"SLC25A42",485.512462079731,1.24881470179918,0.293453386317503,4.25558115880122,2.08506712524509e-05,0.00159520195726582
"CYTH1",2934.45883080208,0.805777572717863,0.189400044638693,4.25436844143831,2.0963987048337e-05,0.00159745581308328
"AKR1C2",941.293009114168,2.2996730596622,0.541470505083793,4.24708832350216,2.16566600783642e-05,0.00163714037497158
"CEBPA",1853.44102854114,1.66536733360033,0.392805431690496,4.23967491089207,2.23843719930223e-05,0.00167882789947667
"KRT8",1419.20518914065,2.69956270277125,0.63803504321922,4.23105710487396,2.32595607093167e-05,0.00171742105237397
"SLC29A3",845.242744784167,1.477907327358,0.349588399336926,4.22756398713798,2.36235005623698e-05,0.00173113499332714
"PAOX",149.572423451559,0.977972569933734,0.231576783501645,4.22310283071528,2.40961812079956e-05,0.00175056014033002
"FAM107B",4058.48821155226,1.27863474551909,0.302819369693665,4.2224338119869,2.4167838157837e-05,0.00175056014033002
"PTPRN2",488.702209364235,1.73603753017145,0.41219902538607,4.21164879889141,2.53513475359539e-05,0.00182242705871669
"CYP3A5",227.251542519374,2.36037687785082,0.560838264752135,4.20865876349218,2.56890999862686e-05,0.00183304538012338
"DNMBP",831.114977642303,1.00218758333389,0.238850644577766,4.19587556527439,2.71819459773205e-05,0.00191167435265801
"HAR1A",31.2864154841356,2.28305148260796,0.544132068548291,4.19576719434859,2.71949474840064e-05,0.00191167435265801
"PRDM16-DT",23.6708846533811,2.97529556576589,0.709517310646613,4.19340799881876,2.74794554305427e-05,0.00192429477647951
"CYP8B1",257.319686909335,4.583615872059,1.09326111361952,4.19260853144568,2.75765078204151e-05,0.00192429477647951
"DHRS3",1744.40462407713,1.39186367515091,0.332171244288327,4.19019917914016,2.78709692519709e-05,0.00193774439507316
"TGM2",5242.54995247624,1.37813516506272,0.32934422997658,4.18448249468563,2.85816469885863e-05,0.00195856250047687
"A1BG",534.992280298901,1.82770942933895,0.436890917634129,4.18344569678043,2.87123698072612e-05,0.00196046826103342
"FMOD",2788.18001538631,1.87221336156324,0.447841435302246,4.18052733396518,2.90833847091767e-05,0.00197773109893378
"B3GNT8",98.4234944070668,1.50322146370855,0.359723502450265,4.17882471806631,2.93019404712225e-05,0.00197943959566237
"ALKAL2",28.1458946450507,2.49011350167304,0.596144467075242,4.17703029919887,2.95339697344005e-05,0.00198670596934962
"GRAMD4",1902.67882875508,0.817797019048184,0.19588110667425,4.17496629936944,2.98030169778702e-05,0.00199209639799448
"TMEM86B",158.511378766166,0.999073736988763,0.239642872828746,4.16901085016921,3.05924427004837e-05,0.00203254255434794
"ASL",1339.49063631055,1.11263571759088,0.267157795156574,4.16471365523433,3.11743573272549e-05,0.00205491870963393
"TTC38",1430.57838249368,1.02589591852887,0.246547591347516,4.16104620175681,3.16792981567825e-05,0.00208100217202313
"SPINK1",151.108720479091,4.37517662748097,1.05214432078145,4.15834267320993,3.20564896706174e-05,0.0020985433959631
"ITIH1",585.593408843249,4.42546425553253,1.06508791579379,4.15502250087433,3.25255532426065e-05,0.00211471600434011
"SCN10A",4.12501585292406,4.46001433489593,1.07524975061754,4.14788688147517,3.35558113911367e-05,0.0021674050287739
"SCP2",6920.25332383232,0.909979184695662,0.219386570995898,4.14783448487682,3.35634899468925e-05,0.0021674050287739
"PLGLA",87.0771015199488,2.32547629268061,0.561033619831185,4.14498563095085,3.39835019455525e-05,0.00218711389210397
"AOC4P",66.5877718213502,1.96983271515713,0.475528118003781,4.1424105969302,3.43674354565214e-05,0.00220437591059506
"PKIB",265.19983890036,1.69513956213312,0.409327957125917,4.14127482040437,3.4538084000429e-05,0.00220788758459118
"LINC00242",12.9188290581864,2.08926604127036,0.505455219485617,4.13343449771184,3.57382182361497e-05,0.00227696674715268
"APOB",3923.94783166803,5.61262031209526,1.35928218377158,4.1291060672347,3.6417638359485e-05,0.00230425257609919
"KLB",81.0082799834132,2.58784216431733,0.626838754672989,4.12840167431473,3.65293584242496e-05,0.00230425257609919
"HNF1A",76.7820664977324,1.34628007470212,0.3263911849395,4.12474397846151,3.71147376553678e-05,0.00233345132783748
"FOXF1",101.698589710168,2.15564232572043,0.522741090345586,4.12372848726188,3.72788301198782e-05,0.00233605826902526
"DMGDH",113.127386264977,2.53848228704402,0.616875886670789,4.11506162243417,3.87075990867073e-05,0.00240188847753021
"PROB1",41.1525135746394,1.22467060476567,0.298535653504107,4.1022591117373,4.09135720711668e-05,0.00250612073297662
"COLEC10",40.5798288114758,3.88138098150631,0.946473389476454,4.10088759458236,4.1156845491969e-05,0.00251294200840387
"OCEL1",428.499884338409,0.660638151447993,0.16120323431513,4.09816933422402,4.16430597359097e-05,0.00252957809424804
"TMEM176A",3071.10868317499,1.67166422386081,0.408314620706505,4.09405918643896,4.23886030847032e-05,0.00256350123417014
"SLC26A9",18.6593768834487,3.11901493731649,0.762007659188334,4.09315431374898,4.25544310025954e-05,0.00256538579303621
"ALDH3B1",1026.41941172544,1.00754840807702,0.24665015338437,4.08492917702305,4.40902625531981e-05,0.00262890029814107
"ADAMTSL3",256.597235001636,1.56851924068115,0.384065746913324,4.08398627913865,4.42696458841565e-05,0.00262890029814107
"COL6A2",13201.1396948344,1.54328308666035,0.377900215000372,4.08383754600094,4.42980050237944e-05,0.00262890029814107
"TAPBPL",1233.82857035572,0.932225953948727,0.228408150188182,4.08140407065457,4.47644533095071e-05,0.00264470430941301
"SLC45A3",278.895999483805,1.37033762410117,0.336119011750257,4.07694172657914,4.56319230399193e-05,0.00268298806762489
"GPR160",695.318144118528,1.4440343998966,0.354626495019611,4.07198678095596,4.66138254070897e-05,0.00272683339090491
"SLC13A5",317.855097492846,5.69248996366305,1.39889360257463,4.06928014624282,4.71586160723556e-05,0.00274731387210512
"MUC4",9.29591629327905,2.51787849205687,0.619129262293871,4.0668058277978,4.7661923555579e-05,0.00276257336049503
"SERPINC1",820.578187784744,4.67192431466132,1.14915989250206,4.06551285434194,4.79269524788215e-05,0.00276257336049503
"ORM1",5779.32454043322,4.82782108706172,1.18764642778547,4.06503229758696,4.80258109116402e-05,0.00276257336049503
"ZBTB7A",1151.35844784981,0.46742474102591,0.115003165728097,4.06445107894724,4.81456354689948e-05,0.00276257336049503
"TCF21",66.7597058309377,3.75963488001542,0.925985578889444,4.06014409481888,4.90424403066497e-05,0.00278883130699008
"SMIM24",51.0998790581889,3.05241433171291,0.752206545798645,4.05794704760519,4.95059888569034e-05,0.00279848393983386
"ACMSD",31.8316600124139,3.04135050331147,0.750104467984155,4.05456924084835,5.02267718386744e-05,0.00282247788650958
