pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.000183755972069092,0.00408942202835333,0.708917621784844,2.17924194777778,0,25,TAP1|TAP2|SEC24B|ERAP2|TAPBP|HLA-E|HLA-F|HLA-B|ERAP1|HLA-A|HLA-G|HLA-C|B2M|SEC23A|SEC24D|HSPA5|CALR
REACTOME_SIGNALING_BY_INTERLEUKINS,0.00014421690222094,0.00408942202835333,0.448938239849862,2.16766787238143,0,449,IRAK2|STAT3|CXCL10|IFNG|CCL20|SERPINB2|CXCL2|IL2RA|IL32|IL1R2|MMP1|CCL2|BCL6|CCL4|CSF2RB|F13A1|SOCS3|IL18BP|SOD2|STAT5B|LCK|IL2RG|APP|BATF|PPP2R1B|LYN|IL21R|TNFRSF1B|CCR1|IL18RAP|OSM|CCL3|NOD2|PTAFR|TNFRSF1A|MCL1|CD80|EBI3|IL4R|ITGB1|STAT1|IL1B|IL6|IL3RA|IL18|CDKN1A|IL31RA|IL27RA|JAK3|JUN|STAT2|LCP1|IL10|HIF1A|PELI1|ANXA2|IL2RB|IL1RN|TAB2|ALOX5|MAP3K8|PITPNA|CCR2|IRS1|CCL5|PIM1|IL7|CCR5|CASP1|IL6ST|PAK2|IL1R1|MUC1|CBL|CD86|MAP2K4|HAVCR2|FPR1|HCK|PTPN6|CXCL8|CSF1R|IL6R|SOS2|PSMB9|ITGB2|NFKBIA|FASLG|TBK1|CRK|IL15RA|TEC|ICAM1|CSF2RA|CXCL1|FOS|TGFB1|PTGS2|NFKB1|MAP2K6|GATA3|VEGFA|IL12RB1|HGF|SOCS1|ANXA1|CASP3|VAV1|RAG1|PSMB8|TNF|PSME1|OSMR|PTPN4|IL10RA|GRB2|IL17RA|IL13RA1|DUSP3|ITGAX|CSF1|TIMP1|STAT4|IL15|PIK3R3|LCN2|IRAK3|CDC42|RPS6KA1|ZEB1|IL7R|IL19|RHOU|IL12RB2|RAP1B|NFKB2|TNIP2|FCER2|PSME4|MAPK14|HMOX1|GSTA2|CSF2|INPP5D|PSMD11|ATF2|TOLLIP|SOCS5|IL20RA|RAPGEF1|UBB|PTPN12|MMP9|JUNB|CREB1|PTPN14|LGALS9|IL1RL2|PTPN11|IL17RE|MAPK1|CCL19|S1PR1|VCAM1|IL23R|CUL1|PIK3CB|FGF2|IKBKB|ATF1|LBP|NFKBIB|H3C10|MAOA|BCL2|IL10RB|RPS6KA5|IL34|PSME2|CSF3R|CCL22|CHUK|MEF2C|RELA|SOCS2
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.000182083029861617,0.00408942202835333,0.654162590211761,2.13485560975355,0,32,LCK|ITK|CD247|FYB1|CD3E|CD3D|ZAP70|HLA-DQA1|PAK2|HLA-DQA2|WAS|HLA-DRB1|HLA-DRB5|LCP2|CD3G|HLA-DQB1|HLA-DRA|VASP|HLA-DPA1|HLA-DQB2|PLCG2|HLA-DPB1|CD4|GRAP2|LAT|NCK1
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,0.000173641257162702,0.00408942202835333,0.56112051594888,2.12687166351403,0,67,PDCD1|CD274|CTLA4|ICOS|LCK|PPP2R1B|LYN|CD80|CD28|PDCD1LG2|CD247|CD3E|PPP2R5B|CD3D|PPP2R5E|MAP3K8|HLA-DQA1|PAK2|CD86|PTPN6|HLA-DQA2|HLA-DRB1|HLA-DRB5|CD3G|HLA-DQB1|HLA-DRA|VAV1|GRB2|PIK3R3|CDC42|MAP3K14|HLA-DPA1|PTPN11|ICOSLG
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,0.00017860332202179,0.00408942202835333,0.612491138075631,2.11509252492333,0,42,STAT3|IL2RA|CSF2RB|STAT5B|LCK|IL2RG|IL21R|STAT1|IL3RA|JAK3|IL2RB|HAVCR2|PTPN6|SOS2|IL15RA|CSF2RA|GRB2|STAT4|IL15|PIK3R3|CSF2|INPP5D|LGALS9|PIK3CB
REACTOME_LAMININ_INTERACTIONS,0.000183217295712715,0.00408942202835333,0.64283675719635,2.05955099094743,0,30,ITGA6|COL4A1|ITGA1|ITGB1|COL4A6|ITGA3|COL4A2|NID2|LAMB1|COL4A4|LAMC2|ITGAV|LAMC1|ITGA2|COL18A1|LAMB2|HSPG2|COL7A1|LAMA3|LAMA5|LAMB3
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0.000173310225303293,0.00408942202835333,0.555086563842233,2.05788477996764,0,59,ITGA6|COL4A1|TNC|SDC2|THBS1|ITGB1|COL4A6|COL4A2|ACTN1|DDR2|LAMB1|TGFB1|COL4A4|LAMC2|ITGAV|DAG1|DDR1|SDC3|LAMC1|COL5A3|ITGA2|TRAPPC4|COL5A2|COL3A1|COL5A1|FGF2|LAMB2|NTN4|HSPG2|COL1A1|PDGFA|LAMA3|LAMA5|LAMB3|SDC4|COL1A2
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.000185253797702853,0.00408942202835333,0.693653426317049,2.04631690118318,0,21,CTLA4|LCK|PPP2R1B|LYN|CD80|PPP2R5B|PPP2R5E|CD86
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.000184263865855906,0.00408942202835333,0.67242403109801,2.0271453908921,0,23,STAT3|SOCS3|STAT5B|LYN|STAT1|IRS1|PTPN6|SOCS1|ADAM17|MAPK1|SOCS2|GHR|JAK2
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.000180147721131328,0.00408942202835333,0.595081524280752,2.00684574768462,0,37,PRKACB|ITPR1|ADCY2|LYN|CD247|FCGR1A|IL10|ADCY6|CALM1|HCK|FCGR3A|CD3G|FGR|AHCYL1|ADCY3|ITPR2|CREB1|PRKAR1A|ADCY9|PRKAR2A|FCGR2A|PLCG2
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,0.000150715900527506,0.00408942202835333,0.424945199208824,1.98459572648883,0,311,CXCL9|HCAR3|MCHR1|CXCL10|HCAR2|CCL20|HRH4|CXCL2|CCL2|CCL7|CCL4|GPR68|NTSR1|CXCR6|APP|CCR1|CCL13|ADRA1B|APLN|FFAR3|CCL3|PTAFR|CCRL2|CYSLTR2|ECE1|SUCNR1|CXCL11|CCR8|GPR132|TACR1|ADRB1|PTGIR|C5AR2|PLPPR4|HRH2|CXCL13|CMKLR1|FPR2|F2R|CXCL16|HRH1|XCL2|CCR2|CCL5|CCR5|SSTR2|FPR1|CXCL8|C3AR1|P2RY13|P2RY10|CXCL1|BDKRB2|CXCL3|C5AR1|CCR4|XCL1|GPR65|RRH|LPAR3|ANXA1|EDNRA|GPR39|RLN2|KNG1|ACKR3|HTR1D|CCL16|P2RY6|PTGER4|P2RY14|P2RY2|LPAR5|PSAP|LTB4R2|S1PR3|ADRA1A|DRD4|CHRM1|HTR1F|AVPR1A
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.000181785129976368,0.00408942202835333,0.625485988269042,1.97881785393833,0,28,LCK|CD8B|CD28|CD247|AP1S3|AP2B1|HLA-A|PAK2|HCK|PACS1|ELMO1|B2M|DOCK2|AP1G1|AP1M2
REACTOME_SYNDECAN_INTERACTIONS,0.000183621006243114,0.00408942202835333,0.631269289368615,1.97370160632347,0,27,ITGA6|TNC|SDC2|THBS1|ITGB1|ACTN1|TGFB1|ITGAV|SDC3|COL5A3|ITGA2|TRAPPC4|COL5A2|COL3A1|COL5A1|FGF2|COL1A1|SDC4|COL1A2
REACTOME_SIGNALING_BY_SCF_KIT,0.000177777777777778,0.00408942202835333,0.560101477601603,1.94301436221883,0,43,STAT3|STAT5B|LCK|LYN|STAT1|SH2B2|CBL|PTPN6|TEC|FER|KRAS|SOCS1|KIT|VAV1|GRB2|PIK3R3|KITLG|MMP9|PTPN11|JAK2|GAB2|SH2B3|NRAS|GRAP2|PIK3CA|CMA1|SOS1|FYN|CHEK1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.000159795461808885,0.00408942202835333,0.43592258072939,1.92555758619914,0,188,CXCL9|MCHR1|CXCL10|CCL20|CXCL2|CCL2|CCL7|CCL4|NTSR1|CXCR6|APP|CCR1|CCL13|APLN|CCL3|CCRL2|ECE1|CXCL11|CCR8|TACR1|C5AR2|CXCL13|FPR2|F2R|CXCL16|XCL2|CCR2|CCL5|CCR5|SSTR2|FPR1|CXCL8|C3AR1|CXCL1|BDKRB2|CXCL3|C5AR1|CCR4|XCL1|ANXA1|EDNRA|RLN2|KNG1|ACKR3|CCL16
REACTOME_SIGNALING_BY_HIPPO,0.000928850083596507,0.0100190570814904,0.647981694986302,1.88826460046511,4,20,LATS2|TJP1|AMOTL2|MOB1A|YAP1|TJP2|STK4|CASP3|STK3|WWTR1|YWHAB|MOB1B|LATS1
REACTOME_MET_PROMOTES_CELL_MOTILITY,0.000901713255184851,0.00983687187474383,0.543065497755864,1.86380875030266,4,41,TNS4|ITGB1|ITGA3|LAMB1|TNS3|CRK|HGF|LAMC2|GRB2|RAP1A|GAB1|RAP1B|LAMC1|RAPGEF1|COL5A3|ITGA2|COL5A2|COL3A1|COL5A1|LAMB2|DOCK7|COL1A1|LAMA3|LAMA5|LAMB3|COL1A2|CRKL
REACTOME_LEISHMANIA_INFECTION,0.000156445556946183,0.00408942202835333,0.406795633382584,1.84000042201465,0,232,PRKACB|ITPR1|ABI1|GPR84|CD163|ADCY2|APP|SCTR|LYN|GIPR|CYSLTR2|ACTR3|IL1B|IL6|ADCYAP1|CD247|IL18|FCGR1A|ADRB1|PTGIR|ENTPD5|HRH2|GPR15|JUN|CYFIP2|IL10|ADCY6|MYO1C|CASP1|GPR45|CALM1|HCK|ACTR2|C3AR1|FCGR3A|WAS|ABL1|CRK|WIPF2|CYFIP1|NFKB1|GGT5|CD3G|MEFV|FGR|GNAI1|ELMO1|GPR176|NCKAP1L|GPR83|GPR39|VAV1|PSTPIP1|CYBA|RLN2|AHCYL1|WIPF1|ADAM17|GRB2|PTGER4|GNGT2|NT5E|VIP|CDC42|ADCY3|ITPR2|NFKB2|GNG4|MAPK14|GNB5|ARPC4|PTGER2|RHBDF2|CREB1|MYH9|GGT1|PRKAR1A|NLRP3|GNAI2|MAPK1|P2RX7|ACTB|CRHR1|ADCY9|GNB4|PRKAR2A|FCGR2A|RELA|FURIN|ADM2|ARPC5|PLCG2|GPBAR1
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0.000165234633179114,0.00408942202835333,0.438665878384892,1.83672312215299,0,124,PI3|LIPN|KRT17|TGM1|KRT2|DSP|DSG1|DSC2|JUP|CDSN|PKP4|LCE2A|KRT80|KRT23|PCSK6|CAPN1|KRT79|KLK14|ST14|KRT14|DSG3|DSC3|KRT18|PKP3|KRT1|EVPL|TCHH|KRT6B|FURIN|TGM5|CSTA|KLK13|SPRR2D|KRT77|KRT10|KRT6A|PRSS8|KRT12|FLG|SPINK5|KRT6C|LIPJ|KRT16
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,0.000720331352422114,0.00843314754055158,0.548069398835012,1.83634418120673,3,36,STAT3|STAT5B|STAT1|TRIM24|BAG4|KRAS|GRB2|GAB1|MYO18A|FGF2|FGF5|FGFR1|LRRFIP1|FRS2|GAB2|NRAS|PIK3CA|FGF1|SOS1|CNTRL
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.000549551199853453,0.00694169936656993,0.589665747499454,1.83155077707553,2,26,STAT3|SOCS3|STAT5B|STAT1|JAK3|STAT2|STAT4|IL19|IL20RA|PTPN11|IL10RB|JAK2|JAK1|IL22RA1
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.000693120776295269,0.00821476475609208,0.474817322886703,1.82978373979898,3,73,ICOS|LCK|PIK3AP1|CD80|CD28|EGFR|NRG1|RAC2|IRS1|CD86|HGF|KIT|EREG|VAV1|TRAT1|GRB2|PDGFRA|PIK3R3|TGFA|FGFR3|GAB1|FGFR4|KITLG|ERBB2|PDGFRB|PTPN11|PIK3CB|FGF2|EGF|FGF5|FGFR1|RHOG|PDGFA|FRS2|STRN|FGFR2
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,0.000888572951839346,0.00980494291684796,0.516480257866383,1.82616304302224,4,47,IL2RA|CSF2RB|STAT5B|IL2RG|LYN|IL3RA|JAK3|IL2RB|CBL|HCK|PTPN6|CRK|TEC|CSF2RA|VAV1|GRB2|PIK3R3|CSF2|INPP5D|RAPGEF1|UBB|PTPN11|PIK3CB|JAK2|JAK1|GAB2|PIK3CA|CRKL|SOS1|FYN|BLNK
REACTOME_SIGNALING_BY_MET,0.000689298638635189,0.00821476475609208,0.465181349872903,1.81854993660173,3,79,STAT3|TNS4|ITGB1|ITGA3|USP8|CBL|LAMB1|RANBP9|STAM|TNS3|CRK|KRAS|HGF|SPINT2|LAMC2|GRB2|ARF6|RAP1A|GAB1|RAP1B|LAMC1|RAPGEF1|PTPRJ|UBB|COL5A3|ITGA2|COL5A2|COL3A1|PTPN11|COL5A1|LAMB2|STAM2|HGFAC|LRIG1|EPS15|DOCK7|COL1A1|LAMA3|NRAS|SH3GL3|LAMA5|LAMB3|COL1A2|PIK3CA|CRKL
REACTOME_DAP12_INTERACTIONS,0.00106666666666667,0.0111304347826087,0.523091692250254,1.81462594091304,5,43,SIGLEC14|LCK|CD300E|HLA-E|HLA-B|HLA-C|TREM1|LCP2|KRAS|B2M|GRB2|TYROBP|KLRC2|PIK3CB|SIRPB1|KLRD1|PLCG2|NRAS|GRAP2|PIK3CA|LAT|SOS1|FYN|CD300LB
REACTOME_GPCR_LIGAND_BINDING,0.000145201103528387,0.00408942202835333,0.375135975178953,1.80598092754279,0,432,CXCL9|HCAR3|MCHR1|ADGRE2|CXCL10|HCAR2|CCL20|HRH4|CXCL2|CCL2|CCL7|CCL4|GPR68|NTSR1|CXCR6|APP|SCTR|GIPR|CCR1|CCL13|ADRA1B|APLN|FFAR3|FZD5|CCL3|PTAFR|CCRL2|CYSLTR2|ECE1|SUCNR1|CXCL11|CCR8|GPR132|ADCYAP1|TACR1|ADRB1|PTGIR|C5AR2|PLPPR4|HRH2|CXCL13|CMKLR1|FPR2|ADGRE5|F2R|FZD10|CXCL16|HRH1|XCL2|CCR2|ADGRE1|CCL5|CCR5|SSTR2|FPR1|CXCL8|C3AR1|P2RY13|P2RY10|CXCL1|BDKRB2|CXCL3|C5AR1|FZD6|TAS2R14|CCR4|XCL1|GPR65|RRH|LPAR3|ANXA1|WNT2B|EDNRA|GPR39|RLN2|KNG1|ACKR3|HTR1D|CCL16|FZD9|P2RY6|PTGER4|P2RY14|GNGT2|WNT7B|P2RY2|VIP|LPAR5|WNT4|PSAP|LTB4R2|WNT3|S1PR3|ADRA1A|GNG4|ADGRE3|DRD4|CHRM1|HTR1F|AVPR1A|GNB5
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.000882301041115229,0.00980494291684796,0.493200967217516,1.7977809696267,4,55,IRAK2|TNFAIP3|APP|BIRC3|NOD2|AIM2|MAPK13|TAB2|ITCH|BIRC2|CASP4|CASP1|PANX1|NFKB1|MAP2K6|MEFV|CYLD|PSTPIP1|NLRC4|NFKB2|MAPK14|UBB|NLRP3|CASP9|P2RX7|IKBKB|BCL2|CHUK|RELA
REACTOME_CD209_DC_SIGN_SIGNALING,0.00352963031766673,0.0310866523390831,0.616908274994343,1.79771445153314,18,20,PRKACB|CD209|LYN|PAK2|RELB|NFKB1|KRAS|CREBBP|RPS6KA5|RELA|ICAM2|NRAS|EP300|FYN
REACTOME_SPHINGOLIPID_METABOLISM,0.000341355180064858,0.00474928946177193,0.449247697340383,1.78911662291197,1,89,CTSA|SPTLC3|SGPP1|ESYT1|SGMS1|GLB1|SMPD1|GBA|ACER3|SGMS2|ARSB|SPTLC2|SGPL1|PLPP1|CERT1|SUMF1|PSAP|STS|GM2A|DEGS2|ESYT2|CERS3|NEU1|KDSR|ACER2|SAMD8|SMPD2|SGPP2|ORMDL3|NEU4|OSBP|ALDH3A2|UGCG|GLTP|GALC|SPTLC1|B4GALNT1|SPHK1|GLB1L|PPM1L|ASAH1|GLA|HEXB
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,0.000162311313098523,0.00408942202835333,0.415580065321561,1.78773920209661,0,149,PRKACB|ITPR1|GPR84|CD163|ADCY2|SCTR|LYN|GIPR|CYSLTR2|IL6|ADCYAP1|CD247|FCGR1A|ADRB1|PTGIR|HRH2|GPR15|IL10|ADCY6|GPR45|CALM1|HCK|FCGR3A|GGT5|CD3G|FGR|GNAI1|GPR176|GPR83|GPR39|RLN2|AHCYL1|ADAM17|PTGER4|GNGT2|VIP|ADCY3|ITPR2|GNG4|MAPK14|GNB5|PTGER2|RHBDF2|CREB1|MYH9|GGT1|PRKAR1A|GNAI2|CRHR1|ADCY9|GNB4|PRKAR2A|FCGR2A|FURIN|ADM2|PLCG2|GPBAR1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.000164311534669734,0.00408942202835333,0.420509370473273,1.78281153901964,0,135,MMP1|ITGA6|SELE|THBD|SDC2|LCK|LYN|PROS1|ITGB1|TNFRSF10A|SIRPG|CD2|ITGA3|FCER1G|CD84|L1CAM|DOK2|ATP1B2|PTPN6|CD244|ITGB2|SELPLG|TREM1|TGFB1|ITGAL|KRAS|F11R|ITGAV|SELL|CD74|CD48|GRB2|ITGAX|CD47|SLC7A7|ITGA5|ESAM|JAML|JAM2|SDC3|GRB14|CD99L2|INPP5D|CD44|GLG1|PTPN11|PIK3CB|PECAM1|SLC7A10|COL1A1|CD177|ATP1B3|ANGPT2|NRAS|SPN|SDC4|COL1A2|PIK3CA|CAV1|CD58|CEACAM6|PSG4
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,0.00274775599926727,0.0261172847455106,0.571833060302433,1.7761609698304,14,26,IL2RA|CSF2RB|IL2RG|IL3RA|JAK3|IL2RB|PTPN6|CSF2RA|GRB2|PIK3R3|CSF2|INPP5D|PIK3CB|JAK2|JAK1|GAB2|PIK3CA|SOS1
REACTOME_KERATINIZATION,0.000162866449511401,0.00408942202835333,0.408506394401881,1.76587724822321,0,157,PI3|LIPN|KRT17|TGM1|KRT2|DSP|DSG1|DSC2|JUP|CDSN|PKP4|LCE2A|KRT80|KRT23|PCSK6|CAPN1|KRT79|KLK14|ST14|KRT14|DSG3|DSC3|KRT18|PKP3|KRT1|EVPL|TCHH|KRT6B|FURIN|TGM5|CSTA|KLK13|SPRR2D|KRT77|KRT10|KRT6A|PRSS8
REACTOME_TRP_CHANNELS,0.00290856207962189,0.0273747019258531,0.556455835799643,1.7604307106155,15,28,RIPK3|TRPC4|RIPK1|TRPV6|TRPM8|TRPV4|TRPC6|TRPM7|TRPM2
